Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate
2019,95,500322,500322,,39 A'Beckett Street MELBOURNE 3000,Melbourne (CBD),1970,,3,Office,Low level of accessibility,All entrances have steps,1,0,,144.96237,-37.80901
2019,868,107435,107435,,90-94 Pasley Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98497,-37.84152
2019,427,558177,558177,,160 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),2000,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.94677,-37.80933
2019,922,104162,104162,Underburrow,114 Gatehouse Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95437,-37.79442
2019,61,110703,110703,Substation J,651-669 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1915,,3,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95289,-37.81531
2019,71,105720,105720,Lonsdale Court,594-610 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1925,1986,3,Office,Low level of accessibility,All entrances have steps,1,0,TRUE,144.95430,-37.81420
2019,541,103641,103641,,37-39 Fairbairn Drive KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91915,-37.79595
2019,352,106693,106693,,86 Molesworth Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94746,-37.79665
2019,525,106329,106329,Hardimans Hotel,Hardimans Hotel 521-535 Macaulay Road KENSINGTON VIC 3031,Kensington,1930,1970,2,Entertainment/Recreation - Indoor,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,,FALSE,144.92834,-37.79444
2019,2527,615169,615169,,37 Eastwood Street KENSINGTON VIC 3031,Kensington,1995,,2,House/Townhouse,,,,,,144.93018,-37.78999
2019,360,107726,107726,,9 Princess Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95683,-37.80519
2019,63,108076,108076,,207-213 Queen Street MELBOURNE 3000,Melbourne (CBD),1924,0,2,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1,0,,144.95991,-37.81387
2019,370,592692,592692,,36 Byron Street NORTH MELBOURNE 3051,North Melbourne,,,3,House/Townhouse,,,,,,144.95114,-37.80173
2019,541,110927,110927,,16-18 Mercantile Parade KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92002,-37.79548
2019,860,105582,105582,,100 Leopold Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98339,-37.83528
2019,350,104575,104575,,19 Haines Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94940,-37.79904
2019,335,102914,102914,,242-248 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,1920,1995,1,Manufacturing,Low level of accessibility,All entrances have steps,1,0,,144.94419,-37.80086
2019,531,111429,111429,,65-67 Mercantile Parade KENSINGTON VIC 3031,Kensington,1999,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92141,-37.79631
2019,2504,617989,617989,,19 Weighbridge Lane KENSINGTON VIC 3031,Kensington,1992,,2,House/Townhouse,,,,,,144.92458,-37.78958
2019,928,608611,608611,,8 Garrard Street PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94196,-37.77963
2019,532,103370,103370,,21 Epsom Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92648,-37.79326
2019,415,100232,100232,,226 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94493,-37.80804
2019,543,100909,100909,,93 Bayswater Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92131,-37.79437
2019,88,110649,105437,City Gate Tower,33 La Trobe Street MELBOURNE 3000,Melbourne (CBD),1997,,19,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.97042,-37.80826
2019,556,560016,560016,,2-4 Holsten Lane North KENSINGTON VIC 3031,Kensington,2000,,4,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91806,-37.79453
2019,434,101516,101516,,55 Capel Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95470,-37.80678
2019,318,108701,108701,,52-54 Shiel Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94275,-37.79635
2019,358,107503,107503,,153 Peel Street NORTH MELBOURNE 3051,North Melbourne,1870,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95591,-37.80444
2019,2535,615078,615078,,10 Barnett Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93234,-37.79050
2019,426,105346,105346,,557 King Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,144.95009,-37.80692
2019,437,106676,106676,,34 Milton Street WEST MELBOURNE 3003,West Melbourne (Residential),1901,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95390,-37.80772
2019,850,105120,105113,Melbourne University Boat Club,Melbourne University Boatshed 1 Boathouse Drive MELBOURNE VIC 3004,Melbourne (Remainder),,2011,2,Storage,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.97056,-37.81991
2019,1006,557127,557127,,Footscray Road WEST MELBOURNE 3003,West Melbourne (Industrial),,,1,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.93433,-37.80669
2019,12,103998,103998,,452-470 Flinders Street MELBOURNE 3000,Melbourne (CBD),1993,,20,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,80,TRUE,144.95860,-37.81947
2019,420,105353,105353,,591 King Street WEST MELBOURNE 3003,West Melbourne (Residential),1870,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94912,-37.80619
2019,351,104697,104697,,2 Harker Street NORTH MELBOURNE 3051,North Melbourne,1880,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94952,-37.79832
2019,558,110828,110828,,47 Francis Lane KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91831,-37.79394
2019,532,100682,100682,Edith Ville,27 Bangalore Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92523,-37.79391
2019,41,108966,108966,The Savoy Hotel on Little Collins,626-636 Little Collins Street MELBOURNE 3000,Melbourne (CBD),1928,1991,12,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,TRUE,144.95393,-37.81777
2019,529,570821,570821,,37 Goldsbrough Walk KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91937,-37.79722
2019,344,109774,109774,,610-612 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94603,-37.80442
2019,2538,616117,616117,,66 Parsons Street KENSINGTON VIC 3031,Kensington,2010,,2,House/Townhouse,,,,0,,144.93454,-37.79029
2019,2529,615798,615798,,14 Rankins Road KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93166,-37.78915
2019,355,109813,109813,,420-422 Victoria Street NORTH MELBOURNE 3051,North Melbourne,1880,,2,Retail - Shop,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,,144.95201,-37.80520
2019,95,105982,105982,,66-68 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),1910,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,144.96182,-37.80942
2019,864,101282,101282,St.Thomas Aquinas Church,39-45 Bromby Street SOUTH YARRA VIC 3141,South Yarra,,,1,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1,0,FALSE,144.97689,-37.83528
2019,521,100984,100984,,252-254 Bellair Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93057,-37.79618
2019,510,104643,104643,,26 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93254,-37.79583
2019,858,109511,109511,"Sussex, St.Ives",158W-166W Toorak Road SOUTH YARRA VIC 3141,South Yarra,1980,,7,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98508,-37.83791
2019,525,104813,104813,Gawha,26-28 Henry Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92729,-37.79498
2019,858,102519,102519,Poolman House,253-257 Domain Road SOUTH YARRA VIC 3141,South Yarra,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98678,-37.83503
2019,18,103917,103917,Manhattan Apartments,57-59 Flinders Lane MELBOURNE 3000,Melbourne (CBD),1926,1998,8,Commercial Accommodation,Low level of accessibility,All entrances have steps,1,0,,144.97281,-37.81499
2019,854,109904,109904,,310-316 Walsh Street SOUTH YARRA VIC 3141,South Yarra,1939,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98663,-37.83043
2019,113,110691,108118,DAIRY PRODUCE MARKET,60 Therry Street MELBOURNE 3000,Melbourne (CBD),1928,,1,Retail - Stall,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95769,-37.80724
2019,902,108524,108524,,545 Royal Parade PARKVILLE 3052,Parkville,1895,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.95950,-37.77934
2019,525,106334,106334,,547 Macaulay Road KENSINGTON VIC 3031,Kensington,1950,1970,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.92795,-37.79430
2019,414,111162,108881,599 Spencer Street,599 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),1901,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94602,-37.80699
2019,334,100035,100035,,241 Abbotsford Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94539,-37.80160
2019,914,535780,535780,Donagh House,16 Wimble Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95607,-37.79510
2019,361,106991,106991,Mercatore,21-27 O'Connell Street NORTH MELBOURNE 3051,North Melbourne,1901,2002,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.95765,-37.80525
2019,860,109518,109518,St.Margaret's,100W-104W Toorak Road SOUTH YARRA VIC 3141,South Yarra,1940,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98213,-37.83753
2019,349,104701,104701,,5 Harris Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94935,-37.79966
2019,435,101565,101565,,62 Capel Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95529,-37.80670
2019,350,102354,102354,,160-164 Curzon Street NORTH MELBOURNE 3051,North Melbourne,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.94913,-37.79900
2019,915,108461,108461,,59 Royal Parade PARKVILLE 3052,Parkville,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95757,-37.79521
2019,377,573801,573801,,17 Hotham Place NORTH MELBOURNE 3051,North Melbourne,2002,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95320,-37.80041
2019,1015,108121,108121,,8 Radcliffe Street WEST MELBOURNE 3003,West Melbourne (Industrial),1960,,1,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1,0,,144.93223,-37.80237
2019,914,106780,106780,,32 Morrah Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95649,-37.79535
2019,358,101545,101545,,154 Capel Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95568,-37.80445
2019,855,100426,100426,Melbourne Girls Grammar School,62-108 Anderson Street SOUTH YARRA VIC 3141,South Yarra,1893,2017,4,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,TRUE,144.98515,-37.83151
2019,361,109842,109842,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,2,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95812,-37.80591
2019,535,564962,564962,,148 Newman Street KENSINGTON VIC 3031,Kensington,2000,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92269,-37.79482
2019,97,106367,106367,Conservatory,9-23 MacKenzie Street MELBOURNE 3000,Melbourne (CBD),,,39,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,523,,144.96739,-37.80768
2019,916,106742,106742,,15 Morrah Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95720,-37.79601
2019,734,110635,110635,,42-48 Moray Street SOUTHBANK VIC 3006,Southbank,1961,,2,Office,Low level of accessibility,All entrances have steps,1,0,FALSE,144.96041,-37.82755
2019,516,107014,107014,,27 Ormond Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93001,-37.79728
2019,331,100477,100477,,107-109 Arden Street NORTH MELBOURNE 3051,North Melbourne,2011,,4,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94708,-37.80091
2019,526,108285,108285,,21 The Ridgeway KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92595,-37.79442
2019,2526,615006,615006,,3 Smith Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.93075,-37.79106
2019,405,109740,109740,Ballarat,435 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94575,-37.80507
2019,105,104079,104079,Currie and Richards Building,79-81 Franklin Street MELBOURNE 3000,Melbourne (CBD),1875,1993,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.96206,-37.80808
2019,423,110949,110949,,14-20 Roden Street WEST MELBOURNE 3003,West Melbourne (Residential),2017,,4,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95006,-37.80574
2019,526,105258,105258,,24 Kensington Road KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92638,-37.79458
2019,862,104894,102492,,125 Hope Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.97929,-37.83442
2019,359,102044,102044,,34-36 Little Cobden Street NORTH MELBOURNE 3051,North Melbourne,,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.95698,-37.80426
2019,871,108652,108652,Victorian School For Deaf Children,Victorian School For Deaf Children 583-597 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),1860,,3,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,TRUE,144.98199,-37.84972
2019,861,106673,106673,St.Ronans,16-18 Millswyn Street SOUTH YARRA VIC 3141,South Yarra,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98041,-37.83707
2019,333,562214,562214,,79 Curzon Street NORTH MELBOURNE 3051,North Melbourne,2000,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94798,-37.80230
2019,104,100442,100442,,5-7 Anthony Street MELBOURNE 3000,Melbourne (CBD),1924,1993,3,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95897,-37.80939
2019,335,559304,559304,Queensberry Plaza,696-710 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,,,3,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.94404,-37.80217
2019,732,110468,110468,Habitat,58 Clarke Street SOUTHBANK VIC 3006,Southbank,2012,,36,Residential Apartment,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2,40,FALSE,144.95934,-37.82787
2019,536,111242,111242,,25 Baulderstone Walk KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92157,-37.79563
2019,318,102837,102837,,381 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94426,-37.79678
2019,340,102801,102801,,133 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,1870,,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.94309,-37.80340
2019,309,109161,109161,,2-4 Steel Street NORTH MELBOURNE 3051,North Melbourne,1938,,1,Equipment Installation,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.93858,-37.79599
2019,368,110809,110809,,129 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95240,-37.80271
2019,557,111012,111012,,42 The Crescent KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91889,-37.79430
2019,2543,615716,615716,,69 Collett Street KENSINGTON VIC 3031,Kensington,1970,,1,House/Townhouse,,,,,,144.93330,-37.79237
2019,113,110689,108118,MEAT HALL,525 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1890,,1,Retail - Stall,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.95769,-37.80724
2019,2535,614867,614867,,79 Rankins Road KENSINGTON VIC 3031,Kensington,1935,,1,House/Townhouse,,,,,,144.93189,-37.79094
2019,784,110563,110597,,9 Central Boulevard PORT MELBOURNE VIC 3207,Port Melbourne,1990,,2,Storage,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2,0,FALSE,144.91884,-37.82228
2019,928,606551,606551,,89 Oak Street PARKVILLE 3052,Parkville,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94174,-37.78163
2019,87,105440,105440,La Trobe Terrace,123-139 La Trobe Street MELBOURNE 3000,Melbourne (CBD),1935,1999,4,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.96771,-37.80873
2019,560,111256,111256,,5 Cakebread Mews KENSINGTON VIC 3031,Kensington,,,3,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.91915,-37.79253
2019,503,624289,109449,,14 Bakehouse Road KENSINGTON VIC 3031,Kensington,2007,1970,1,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.92996,-37.79959
2019,2513,615163,615163,,5 Gordon Crescent KENSINGTON VIC 3031,Kensington,1900,,2,House/Townhouse,,,,,,144.92708,-37.79123
2019,352,106721,106721,,26 Molesworth Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94883,-37.79788
2019,331,100666,100666,Clifton Terrace,12 Baillie Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94743,-37.80127
2019,2525,614812,614812,,130 Rankins Road KENSINGTON VIC 3031,Kensington,1911,,1,House/Townhouse,,,,,,144.93099,-37.79321
2019,904,556741,556741,,445-453 Royal Parade PARKVILLE 3052,Parkville,2001,,3,Residential Apartment,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,,144.95886,-37.78256
2019,778,110556,110556,,190-206 Turner Street PORT MELBOURNE VIC 3207,Port Melbourne,1998,,3,Office,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,FALSE,144.93297,-37.82470
2019,928,614187,614187,,14 Willam Street PARKVILLE 3052,Parkville,,,2,House/Townhouse,,,,,,144.93994,-37.77631
2019,520,589627,589627,,4-12 Derby Street KENSINGTON VIC 3031,Kensington,2004,1970,3,House/Townhouse,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.92636,-37.79535
2019,370,101339,101339,,55-57 Byron Street NORTH MELBOURNE 3051,North Melbourne,1910,2003,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,,144.95044,-37.80186
2019,1014,570653,558529,Warehouse 6,88 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),2002,,2,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,,144.93374,-37.80319
2019,434,110122,110122,,474-476 William Street WEST MELBOURNE 3003,West Melbourne (Residential),1900,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.95431,-37.80632
2019,344,109775,109775,,606-608 Victoria Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94612,-37.80443
2019,2539,614665,614665,,73 Smith Street KENSINGTON VIC 3031,Kensington,1900,,2,House/Townhouse,,,,,,144.93504,-37.79150
2019,333,106070,106070,,3 Little Provost Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94778,-37.80235
2019,514,100955,100955,,344-348 Bellair Street KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93154,-37.79873
2019,104,103224,103224,,429-431 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),1872,1994,2,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.96040,-37.80892
2019,1015,103003,103003,,152-160 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),1968,,1,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,,144.92994,-37.80286
2019,2514,615886,615886,,55 Market Street KENSINGTON VIC 3031,Kensington,1900,,1,House/Townhouse,,,,,,144.92692,-37.79036
2019,337,111389,111389,,748-750 Queensberry Street NORTH MELBOURNE 3051,North Melbourne,1995,,1,Wholesale,Low level of accessibility,All entrances have steps,1,0,,144.94221,-37.80191
2019,115,103296,103296,,480-488 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),,,1,Unoccupied - Under Construction,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,0,TRUE,144.96047,-37.80752
2019,2526,698148,698148,,10 Clare Lane KENSINGTON VIC 3031,Kensington,2018,,3,House/Townhouse,Not determined or not applicable,Access has not been rated,0,,,144.93100,-37.79104
2019,568,109970,109970,,28 Watkins Way KENSINGTON VIC 3031,Kensington,,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.92130,-37.79135
2019,861,108677,108677,St.Martins Youth Arts Centre,St Martins Youth Arts Centre 40-46 St Martins Lane SOUTH YARRA VIC 3141,South Yarra,1940,1990,2,Educational/Research,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.98116,-37.83517
2019,409,105084,105084,Hotham,108-116 Ireland Street WEST MELBOURNE 3003,West Melbourne (Residential),2015,,6,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,25,,144.94258,-37.80629
2019,347,100462,100462,,47 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94941,-37.80119
2019,314,100513,100513,Citiwide Depot,208-292 Arden Street NORTH MELBOURNE 3051,North Melbourne,1960,2002,1,Manufacturing,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0,0,TRUE,144.93927,-37.79911
2019,860,107393,107393,,94-96 Park Street SOUTH YARRA VIC 3141,South Yarra,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.98258,-37.83532
2019,860,105598,105598,,52-56 Leopold Street SOUTH YARRA VIC 3141,South Yarra,1950,,2,Residential Apartment,Low level of accessibility,All entrances have steps,1,0,FALSE,144.98310,-37.83668
2019,342,608170,608170,,189 Abbotsford Street NORTH MELBOURNE 3051,North Melbourne,2006,,2,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94517,-37.80300
2019,511,104628,104628,,74 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.93440,-37.79604
2019,2511,617933,617933,,18 Export Lane KENSINGTON VIC 3031,Kensington,1990,,2,House/Townhouse,Low level of accessibility,All entrances have steps,1,0,,144.92509,-37.78982
2019,351,104692,104692,,12 Harker Street NORTH MELBOURNE 3051,North Melbourne,,,1,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0,,,144.94975,-37.79814
2019,370,592686,592686,,117 Leveson Street NORTH MELBOURNE 3051,North Melbourne,,,3,House/Townhouse,,,,,,144.95116,-37.80152
2019,2544,615429,615429,,22 Thompson Street KENSINGTON VIC 3031,Kensington,1975,1970,1,Manufacturing,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3,0,FALSE,144.93436,-37.79274
